Artist,Song,Days in top10,Peak,Days on peak,Days,PkStreams,Total
ZAYN,I Don’t Wanna Live Forever (Fifty Shades Darker),89.0,2,11,470,"4,587,208","670,849,071"
Dynoro,In My Mind,61.0,4,1,465,"3,399,551","669,517,982"
Doja Cat,Say So,56.0,5,1,409,"3,797,897","668,965,840"
Xavi,La Diabla,73.0,1,21,208,"6,012,846","668,957,026"
Sia,Snowman,15.0,9,1,284,"12,956,323","668,690,223"
PinkPantheress,Boy's a liar Pt. 2,64.0,3,6,244,"6,115,975","666,437,216"
The Weeknd,Save Your Tears,16.0,3,1,332,"5,039,298","666,311,826"
Juice WRLD,Robbery,,11,1,656,"2,946,918","664,186,208"
Coldplay,Sparks,,27,1,430,"2,592,704","663,960,737"
Marshmello,Silence,62.0,7,1,481,"3,073,182","660,087,451"
Elley Duhé,MIDDLE OF THE NIGHT,8.0,9,1,410,"2,708,200","659,624,921"
Kendrick Lamar,Money Trees,,31,1,515,"3,105,268","657,375,901"
Harry Styles,Late Night Talking,20.0,2,6,347,"10,105,889","655,670,922"
Kelly Clarkson,Underneath the Tree,11.0,6,1,270,"14,543,628","654,994,395"
Adele,Hello,106.0,1,19,515,"7,060,919","654,392,042"
Feid,Feliz Cumpleaños Ferxxo,,27,1,383,"2,514,906","652,418,152"
Maroon 5,What Lovers Do,78.0,4,1,482,"3,535,745","649,656,956"
Rihanna,Work,99.0,1,63,419,"5,311,344","647,817,743"
Anne-Marie,2002,,25,1,622,"2,009,520","646,948,543"
Kygo,It Ain't Me,98.0,2,11,380,"4,923,684","646,149,695"
José Feliciano,Feliz Navidad,14.0,7,1,300,"12,993,457","645,036,849"
Dean Martin,Let It Snow! Let It Snow! Let It Snow!,22.0,6,1,255,"14,324,413","644,930,938"
Charlie Puth,Left and Right (Feat. Jung Kook of BTS),21.0,3,1,356,"6,792,908","643,640,467"
Post Malone,Goodbyes (Feat. Young Thug),91.0,2,4,329,"5,447,814","642,262,659"
Maluma,Según Quién,,16,1,336,"3,043,340","642,000,250"
Jin,Don’t Say You Love Me,106.0,1,1,178,"5,693,634","640,835,153"
The Weeknd,Can't Feel My Face,189.0,1,5,577,"2,925,515","637,039,729"
Nirvana,Smells Like Teen Spirit - Remastered,,98,1,599,"1,472,938","636,641,892"
Shawn Mendes,Stitches,142.0,5,1,683,"2,291,821","635,743,564"
Justin Bieber,Mistletoe,,11,1,362,"10,213,509","632,794,891"
Yandel,Yandel 150,52.0,7,1,244,"4,238,967","630,470,976"
Rauw Alejandro,Desesperados,52.0,8,1,378,"3,113,737","628,708,102"
Logic,1-800-273-8255,56.0,3,1,448,"3,458,946","626,129,879"
cassö,Prada,,14,1,319,"3,202,209","625,532,304"
Quevedo,Columbia,62.0,5,1,252,"4,556,279","623,093,837"
Charli xcx,Guess featuring billie eilish,14.0,3,1,305,"6,857,314","622,607,989"
Twenty One Pilots,Heathens,85.0,4,1,437,"3,863,076","622,389,311"
Ravyn Lenae,Love Me Not,31.0,8,1,236,"3,572,942","621,165,051"
Mark Ronson,Uptown Funk,151.0,1,63,738,"2,421,134","620,555,229"
Oscar Maydon,Tu Boda,36.0,4,1,256,"6,237,387","620,385,235"
Billie Eilish,LUNCH,30.0,1,5,198,"12,168,561","611,567,800"
Kendrick Lamar,tv off,25.0,5,1,228,"7,484,875","611,419,476"
Desiigner,Panda,93.0,3,11,497,"3,714,266","609,762,129"
The Weeknd,I Feel It Coming,56.0,4,1,475,"3,435,234","608,108,332"
The Neighbourhood,Daddy Issues,,91,1,694,"1,289,430","606,063,137"
Major Lazer,Light It Up,3.0,8,1,524,"2,425,423","605,924,015"
Michael Bublé,Holly Jolly Christmas,2.0,10,1,329,"9,979,369","600,167,781"
Maroon 5,Payphone,,63,1,588,"1,397,727","598,558,233"
sombr,undressed,42.0,6,1,228,"3,832,133","598,556,858"
Billie Eilish,bury a friend,53.0,2,7,401,"5,563,996","598,467,877"
Lizzo,About Damn Time,19.0,7,1,307,"4,088,930","597,904,592"
Bad Bunny,VeLDÁ,14.0,8,1,296,"5,881,515","597,477,194"
Oasis,Wonderwall - Remastered,,16,1,833,"3,494,822","597,210,593"
Bad Bunny,VOY A LLeVARTE PA PR,25.0,7,1,269,"6,323,200","596,901,860"
Khalid,Young Dumb & Broke,,11,1,544,"2,368,458","595,568,074"
Tate McRae,Sports car,,14,1,290,"3,536,111","593,407,721"
Lady Gaga,Rain On Me,49.0,1,6,380,"6,894,472","593,097,652"
Y2K,Lalala,29.0,4,1,392,"3,613,343","592,313,504"
Khalid,Better,16.0,7,1,446,"3,411,739","591,620,073"
Peso Pluma,LADY GAGA,12.0,6,1,262,"3,817,424","591,410,870"
Drake,Hotline Bling,130.0,1,1,556,"3,365,102","591,265,781"
Creedence Clearwater Revival,Have You Ever Seen The Rain,,58,1,421,"2,097,322","591,102,293"
iñigo quintero,Si No Estás,55.0,1,3,210,"6,249,607","589,851,338"
Drake,Nice For What,71.0,1,18,298,"6,443,974","589,260,626"
Olivia Rodrigo,happier,,12,1,456,"4,422,879","589,128,302"
Sabrina Carpenter,Feather,,31,1,328,"2,489,216","584,511,152"
Selena Gomez,Wolves,94.0,3,9,400,"3,722,111","582,792,356"
Pop Smoke,What You Know Bout Love,42.0,5,1,345,"3,821,525","581,103,859"
Future,Like That,28.0,4,1,222,"7,424,723","580,254,084"
Tainy,Lo Siento BB:/,2.0,7,1,364,"3,833,415","578,952,205"
Alec Benjamin,Let Me Down Slowly,,21,1,586,"2,117,171","577,951,301"
Zedd,Stay,78.0,5,1,381,"3,449,228","577,000,515"
Mark Ambor,Belong Together,,18,1,268,"3,865,058","575,887,259"
Martin Garrix,In the Name of Love,70.0,5,1,414,"3,245,603","575,747,087"
Pitbull,Give Me Everything,,58,1,412,"2,124,394","574,896,411"
JENNIE,like JENNIE,54.0,5,1,247,"4,370,596","574,811,037"
Nio Garcia,Te Boté - Remix,18.0,7,1,366,"3,082,629","574,736,720"
The Weeknd,Die For You,28.0,3,2,263,"6,413,659","572,611,838"
Black Eyed Peas,RITMO (Bad Boys For Life),33.0,6,1,330,"3,895,457","572,464,627"
Future,Mask Off,59.0,5,1,400,"3,722,691","571,042,619"
Sia,Unstoppable,,89,1,537,"1,420,085","570,236,042"
Riton,Friday,,11,1,343,"3,391,219","569,644,083"
Camila Cabello,Bam Bam,29.0,5,1,281,"3,320,445","566,167,429"
Bad Bunny,WHERE SHE GOES,63.0,1,2,183,"8,237,840","565,528,743"
Bruno Mars,Talking to the Moon,,42,1,528,"1,838,568","563,315,027"
Alleh,capaz (merengueton),,34,1,301,"2,783,445","563,077,474"
TOTO,Africa,,109,1,671,"1,565,682","562,229,354"
Juice WRLD,All Girls Are The Same,,22,1,636,"2,332,215","560,706,165"
G-Eazy,"Me, Myself & I",101.0,3,4,490,"2,715,808","560,137,570"
Bad Bunny,Neverita,,11,1,321,"6,148,906","558,855,581"
Avicii,The Nights,,15,1,775,"2,676,227","558,342,055"
JP Saxe,If The World Was Ending,,37,1,543,"1,622,945","556,523,647"
Jason Derulo,Swalla,43.0,5,1,377,"3,397,657","556,313,459"
Clean Bandit,Symphony,11.0,9,1,419,"3,175,664","554,856,999"
Lady Gaga,Abracadabra,22.0,2,1,226,"8,450,162","553,924,781"
Chappell Roan,HOT TO GO!,,19,1,279,"2,977,476","552,448,731"
The Kid LAROI,WITHOUT YOU,49.0,6,1,328,"2,951,839","551,151,192"
Unknown Artist,No Me Conoce - Remix,,17,1,420,"2,285,536","550,798,902"
Harry Styles,Falling,,18,1,618,"3,073,344","549,628,217"
Sabrina Carpenter,Bed Chem,9.0,9,1,247,"4,301,297","549,081,206"
Dave,Sprinter,35.0,4,1,227,"4,580,405","548,993,255"
BlocBoy JB,Look Alive,48.0,6,1,392,"3,456,501","547,583,102"
yung kai,blue,,22,1,275,"2,961,787","546,390,561"
Kali Uchis,Moonlight,,34,1,330,"2,202,739","546,198,904"
Zara Larsson,Lush Life,,14,1,637,"1,871,808","545,990,676"
Rvssian,Santa,,12,1,237,"4,874,921","544,804,225"
Beyoncé,CUFF IT,,11,1,303,"3,450,238","542,712,809"
DNCE,Cake By The Ocean,,12,1,559,"2,345,115","540,907,345"
Drake,Too Good,117.0,5,1,339,"2,990,051","539,908,098"
Clean Bandit,Solo,48.0,7,1,339,"3,625,328","538,330,585"
Drake,Rich Flex,29.0,1,2,227,"10,479,067","536,529,430"
Ed Sheeran,Galway Girl,35.0,2,7,408,"4,758,418","536,301,550"
Hailee Steinfeld,Starving,,11,1,468,"2,397,722","536,221,362"
Dua Lipa,Houdini,7.0,2,1,252,"5,424,356","535,327,813"
Twenty One Pilots,Ride,9.0,9,1,547,"2,311,720","535,230,933"
Ariana Grande,Side To Side,73.0,6,1,417,"3,081,499","534,974,548"
MEDUZA,Piece Of Your Heart,,13,1,427,"2,571,819","534,038,311"
The Chainsmokers,Paris,77.0,2,23,348,"4,279,110","531,460,400"
Måneskin,I WANNA BE YOUR SLAVE,32.0,8,1,272,"4,338,367","531,189,317"
XXXTENTACION,Revenge,,24,1,503,"2,377,815","529,832,796"
SZA,Nobody Gets Me,2.0,7,1,335,"4,524,097","528,233,624"
Khalid,Location,,33,1,549,"1,618,740","527,974,262"
Travis Scott,BUTTERFLY EFFECT,,30,1,573,"2,701,244","527,592,249"
Bruno Mars,24K Magic,43.0,5,1,437,"3,109,808","526,733,023"
Sam Smith,How Do You Sleep?,45.0,7,1,304,"3,323,651","526,607,118"
Ariana Grande,34+35,26.0,2,1,314,"6,029,516","525,225,592"
Ed Sheeran,Castle on the Hill,70.0,2,15,389,"5,631,276","521,758,591"
Julia Michaels,Issues,4.0,9,1,447,"2,995,183","521,324,799"
Richy Mitch & The Coal Miners,Evergreen,,31,1,301,"2,401,898","521,216,863"
GIVĒON,Heartbreak Anniversary,25.0,8,1,331,"3,483,944","521,117,880"
Teddy Swims,Bad Dreams,,41,1,318,"2,457,331","520,339,864"
Calvin Harris,Promises,50.0,4,1,363,"3,491,483","520,088,625"
Taylor Swift,Style,,12,1,293,"3,188,443","519,217,865"
Jack Ü,Where Are Ü Now,144.0,3,3,549,"1,952,323","519,124,349"
Jack Harlow,First Class,43.0,1,1,199,"10,665,270","519,064,354"
Meek Mill,Going Bad,6.0,8,1,393,"2,777,063","518,669,657"
The Ronettes,Sleigh Ride,2.0,9,1,248,"10,884,432","518,452,605"
Bad Bunny,LA NOCHE DE ANOCHE,23.0,2,2,283,"6,631,602","515,478,688"
Ali Gatie,It's You,,27,1,462,"1,911,957","515,455,971"
Sam Smith,Stay With Me,147.0,2,8,901,"1,283,703","514,907,518"
Jung Kook,3D,25.0,1,1,244,"8,470,334","514,860,859"
Sabrina Carpenter,Manchild,51.0,1,5,157,"8,052,003","514,639,523"
Becky G,MAMIII,50.0,5,1,270,"3,724,525","512,627,407"
Arcángel,La Jumpa,31.0,7,1,210,"4,234,260","511,364,205"
Axwell /\ Ingrosso,More Than You Know,,14,1,431,"2,526,853","511,247,072"
Taylor Swift,Karma,8.0,8,1,302,"10,776,931","510,340,340"
Drake,Laugh Now Cry Later,38.0,2,7,308,"4,940,552","509,626,265"
Demi Lovato,Sorry Not Sorry,16.0,7,1,381,"2,952,488","507,635,767"
Saja Boys,Soda Pop,94.0,3,5,140,"4,722,662","506,322,924"
Queen,Another One Bites The Dust - Remastered 2011,,32,1,602,"1,663,155","506,194,386"
J. Cole,MIDDLE CHILD,29.0,2,4,382,"5,564,318","505,742,320"
Shawn Mendes,If I Can't Have You,51.0,3,3,366,"4,389,428","504,465,150"
DJ Khaled,Wild Thoughts,79.0,2,28,284,"4,822,700","503,946,320"
Saja Boys,Your Idol,91.0,3,1,140,"4,596,275","503,887,054"
Kali Uchis,telepatía,41.0,2,7,287,"4,194,349","503,089,033"
XXXTENTACION,changes,7.0,4,1,487,"6,141,143","501,903,226"
Loud Luxury,Body,,18,1,456,"2,464,650","500,601,776"
RAYE,Escapism.,16.0,9,1,216,"3,787,106","500,599,996"
Surf Mesa,ily,15.0,9,1,321,"2,956,048","500,335,917"
Drake,Money In The Grave (Drake ft. Rick Ross),30.0,4,1,378,"4,019,849","499,848,542"
Beéle,Mi Refe,,47,1,303,"2,288,344","498,425,623"
Portugal. The Man,Feel It Still,,17,1,448,"2,138,241","498,277,206"
Jonas Blue,Fast Car,31.0,10,1,432,"2,504,935","498,114,284"
Polo G,RAPSTAR,35.0,3,14,302,"4,940,022","498,088,134"
Liam Payne,Strip That Down,59.0,8,1,329,"3,002,377","497,367,993"
Ariana Grande,Stuck with U,20.0,1,1,333,"6,583,884","496,819,267"
Junior H,El Azul,,11,1,254,"3,529,514","496,307,413"
Surfaces,Sunday Best,,12,1,312,"2,925,191","496,024,986"
Martin Garrix,Scared to Be Lonely,27.0,5,1,397,"3,450,826","493,845,185"
Lizzo,Truth Hurts,,15,1,316,"2,464,925","492,421,247"
The Weeknd,Save Your Tears (Remix),,42,1,435,"1,838,630","492,283,432"
NF,Let You Down,77.0,6,1,327,"3,032,537","492,237,653"
Drake,Passionfruit,40.0,2,16,399,"5,587,887","491,722,119"
Band Aid,Do They Know It's Christmas? - 1984 Version,4.0,3,1,293,"7,690,866","490,291,472"
Billie Eilish,ocean eyes,,79,1,576,"1,652,493","490,221,056"
Rudimental,These Days,11.0,9,1,359,"2,928,307","489,637,307"
Frank Sinatra,Let It Snow! Let It Snow! Let It Snow!,2.0,10,1,318,"7,848,893","489,559,270"
XXXTENTACION,Fuck Love,3.0,5,1,545,"5,398,344","488,482,779"
ZAYN,Dusk Till Dawn,73.0,3,2,291,"3,365,644","486,959,789"
Post Malone,I Like You (A Happier Song),3.0,6,1,291,"4,373,313","486,900,993"
"Tyler, The Creator",Like Him,,20,1,244,"4,552,988","486,473,148"
Travis Scott,I KNOW ?,,11,1,278,"6,789,555","485,248,773"
Alemán,Te Quería Ver,,13,1,227,"3,399,821","484,678,527"
ZAYN,PILLOWTALK,87.0,1,11,413,"3,781,525","484,589,224"
Don Toliver,No Pole,,58,1,324,"2,102,738","483,331,854"
Selena Gomez,Lose You To Love Me,37.0,1,3,266,"8,166,076","482,751,556"
The Chainsmokers,Roses,43.0,7,1,488,"2,161,881","482,541,088"
J Balvin,UN DIA (ONE DAY) (Feat. Tainy),11.0,9,1,342,"3,171,918","482,046,740"
Surf Curse,Freaks,,50,1,450,"1,542,683","481,934,352"
Bad Bunny,Party,25.0,6,1,232,"7,130,704","481,255,049"
Adam Port,Move,,17,1,265,"3,225,246","481,060,502"
Khalid,Love Lies,5.0,9,1,349,"3,002,171","480,886,683"
The Weeknd,I Was Never There,1.0,8,1,357,"3,535,917","480,668,998"
Dan + Shay,"10,000 Hours",21.0,5,1,391,"3,675,426","480,638,282"
Wiz Khalifa,See You Again,111.0,1,34,567,"3,578,943","480,069,378"
Duncan Laurence,Arcade,,14,1,405,"2,315,473","480,064,510"
CKay,love nwantiti (ah ah ah),6.0,9,1,285,"3,529,602","479,396,386"
Offset,Ric Flair Drip,,29,1,476,"1,682,554","478,857,864"
ROSALÍA,BESO,31.0,4,1,195,"5,349,715","477,500,978"
gnash,"i hate u, i love u",,13,1,403,"2,022,716","476,399,590"
Nicky Jam,X,72.0,3,1,234,"3,945,044","476,282,186"
J Balvin,Qué Más Pues?,9.0,9,1,249,"4,139,680","473,158,904"
Gorillaz,Feel Good Inc,,39,1,313,"2,268,685","473,113,893"
Bad Bunny,Tarot,6.0,5,1,240,"7,642,942","472,434,945"
WALK THE MOON,Shut Up and Dance,,13,1,701,"1,519,047","471,933,393"
Tory Lanez,The Color Violet,,60,1,380,"1,692,553","471,377,989"
Tito Double P,DOS DÍAS,,24,1,244,"2,755,400","471,142,451"
V,Winter Ahead,,15,1,306,"4,219,748","470,619,736"
Kodak Black,ZEZE,67.0,3,5,273,"4,452,210","470,553,282"
Taylor Swift,I Can Do It With a Broken Heart,12.0,3,1,178,"13,650,325","469,720,658"
Carín León,Primera Cita,,18,1,275,"2,640,819","469,275,094"
Linkin Park,The Emptiness Machine,26.0,5,1,197,"6,441,158","468,866,546"
Metro Boomin,Too Many Nights,,26,1,359,"2,795,996","468,255,768"
Nicky Youre,Sunroof,,27,1,331,"2,220,588","468,233,889"
Drake,Fake Love,68.0,5,1,329,"3,161,371","468,058,701"
Lil Nas X,Old Town Road,70.0,2,1,258,"4,331,942","466,704,871"
KAROL G,BICHOTA,67.0,2,1,231,"3,903,196","465,700,353"
Juice WRLD,Come & Go,33.0,2,1,325,"5,350,650","465,253,095"
The Weeknd,In Your Eyes,7.0,4,1,363,"4,822,111","465,080,582"
Michael Marcagi,Scared To Start,,22,1,258,"2,942,309","463,814,659"
Ed Sheeran,Happier,5.0,7,1,628,"3,524,292","463,581,393"
ACRAZE,Do It To It,17.0,6,1,281,"4,648,931","463,480,303"
New West,Those Eyes,,75,1,358,"1,546,922","462,363,405"
Bazzi,Mine,44.0,3,7,345,"3,442,457","462,048,429"
Robin Schulz,Sugar,35.0,7,1,488,"2,046,642","461,442,340"
Shakira,Te Felicito,,12,1,273,"3,473,687","460,727,036"
Jaymes Young,Infinity,4.0,10,1,298,"2,671,517","459,392,948"
Aventura,Volví,7.0,7,1,282,"4,408,752","459,276,354"
Maluma,Felices los 4,,16,1,331,"2,638,301","459,227,992"
¥$,CARNIVAL,48.0,1,1,137,"6,842,727","458,896,948"
Beyoncé,TEXAS HOLD 'EM,49.0,1,2,146,"6,630,465","457,396,714"
Starley,Call On Me - Ryan Riback Extended Remix,,12,1,330,"2,574,373","457,018,897"
Calvin Harris,Feels,74.0,5,1,265,"3,499,197","456,897,665"
Doja Cat,Streets,12.0,7,1,329,"2,765,213","456,882,894"
LISA,MONEY,31.0,5,1,266,"4,359,380","456,750,403"
Cris MJ,Una Noche en Medellín,16.0,6,1,268,"2,919,397","456,544,356"
MEDUZA,Lose Control,,27,1,382,"2,036,769","454,152,887"
Sia,Chandelier,124.0,2,1,791,"1,305,917","453,681,884"
Rihanna,Needed Me,,13,1,409,"2,104,004","451,689,841"
NewJeans,OMG,,11,1,230,"3,140,808","451,165,651"
Doja Cat,Agora Hills,,13,1,212,"3,163,985","451,020,545"
Maroon 5,Sugar,79.0,3,27,630,"1,951,680","450,265,505"
Luis Fonsi,Échame La Culpa,52.0,5,1,281,"2,948,993","449,846,353"
Maroon 5,Don't Wanna Know,90.0,4,1,284,"3,122,855","449,618,312"
Justin Bieber,Holy,41.0,4,1,255,"4,687,166","449,332,869"
Drake,Nonstop,18.0,1,3,306,"9,298,297","449,175,595"
Taylor Swift,Lavender Haze,18.0,2,5,238,"16,419,161","447,677,666"
Peso Pluma,PRC,11.0,8,1,190,"4,053,056","446,473,148"
Jonas Blue,Mama,,11,1,312,"2,831,676","445,091,863"
Eminem,Houdini,22.0,2,3,146,"9,187,418","444,466,440"
Natanael Cano,Madonna,,15,1,220,"3,611,369","443,726,321"
Myke Towers,LA FALDA,,20,1,245,"3,003,443","443,234,063"
Lil Baby,Drip Too Hard (Lil Baby & Gunna),,12,1,343,"2,521,699","441,029,078"
Paulo Londra,Adan y Eva,1.0,10,1,291,"2,701,993","440,769,331"
21 Savage,redrum,28.0,6,1,164,"4,392,161","440,050,958"
21 Savage,Bank Account,,21,1,367,"2,110,041","439,636,001"
Queen,Don't Stop Me Now - Remastered 2011,,47,1,511,"1,539,298","438,821,496"
Ariana Grande,"break up with your girlfriend, i'm bored",49.0,2,17,237,"7,709,744","437,732,762"
Xavi,La Víctima,19.0,6,1,180,"4,148,718","437,442,061"
Meghan Trainor,Made You Look,8.0,9,1,205,"3,412,241","436,275,519"
DJ Snake,Middle,,15,1,443,"2,166,471","436,216,031"
Tiësto,The Motto,,20,1,305,"2,177,584","435,785,120"
Plan B,Es un Secreto,,82,1,331,"1,730,840","435,644,820"
Nat King Cole,The Christmas Song (Merry Christmas To You),,14,1,240,"9,014,824","434,861,502"
Hailee Steinfeld,Let Me Go,,14,1,340,"2,180,938","434,632,263"
Jonas Blue,Perfect Strangers,,12,1,409,"2,592,140","434,087,179"
Olivia Rodrigo,favorite crime,,11,1,338,"3,789,940","433,840,875"
Myke Towers,Bandido,43.0,5,1,236,"3,152,486","433,748,141"
HUNTR/X,How It’s Done,59.0,6,1,140,"3,918,298","433,418,923"
Luis R Conriquez,Si No Quieres No,,21,1,225,"3,263,223","432,531,390"
Sheck Wes,Mo Bamba,1.0,10,1,296,"2,697,820","431,461,701"
Carín León,Que Vuelvas,,30,1,278,"2,409,277","429,890,862"
Justin Bieber,Yummy,50.0,2,6,202,"5,715,468","428,561,308"
Mabel,Don't Call Me Up,3.0,9,1,310,"2,683,806","426,511,177"
BENEE,Supalonely,2.0,10,1,226,"2,999,999","426,415,038"
SZA,Good Days,32.0,5,1,282,"3,131,896","426,139,423"
WizTheMc,Show Me Love,,17,1,213,"3,055,678","425,762,848"
Grupo Frontera,EL AMOR DE SU VIDA,,24,1,266,"2,192,746","425,499,533"
Childish Gambino,Redbone,,34,1,521,"1,761,215","425,196,987"
Calvin Harris,How Deep Is Your Love,98.0,3,11,442,"2,088,623","425,117,823"
Neton Vega,Morena,,23,1,228,"2,833,981","424,395,462"
DJ Snake,Loco Contigo,10.0,8,1,247,"3,128,737","421,359,572"
Khalid,Talk,9.0,10,1,307,"2,986,035","420,957,076"
Juice WRLD,Wishing Well,14.0,6,1,306,"4,340,046","420,630,823"
Lil Uzi Vert,Just Wanna Rock,,27,1,250,"2,473,640","420,344,496"
Billie Eilish,Therefore I Am,28.0,2,7,235,"5,829,722","420,200,116"
Shakira,Chantaje,,11,1,352,"2,522,138","420,178,904"
Jonas Blue,Rise,,11,1,311,"3,084,279","419,661,649"
Libianca,People,,34,1,240,"2,336,360","419,641,214"
CJ,Whoopty,25.0,8,1,255,"2,889,189","418,959,455"
Natanael Cano,AMG,,11,1,184,"3,626,717","417,971,315"
Jay Wheeler,La Curiosidad,,19,1,287,"2,379,352","415,811,917"
David Guetta,2U,76.0,3,10,219,"4,407,218","415,539,830"
Taylor Swift,The Fate of Ophelia,38.0,1,37,38,"30,987,370","415,008,649"
Selena Gomez,Back To You,19.0,4,1,305,"3,546,654","414,829,197"
Miley Cyrus,Angels Like You,,19,1,247,"2,542,994","414,543,956"
Maroon 5,Maps,50.0,5,1,617,"1,508,556","413,318,513"
Fetty Wap,Trap Queen,68.0,7,1,561,"1,654,480","412,797,596"
Chris Brown,No Guidance,1.0,8,1,319,"3,048,025","410,659,384"
Doja Cat,You Right,,14,1,360,"3,834,435","410,249,087"
Feid,Normal,,27,1,333,"2,096,930","410,100,172"
Sebastian Yatra,Pareja Del Año,7.0,9,1,245,"3,424,701","409,836,602"
Ellie Goulding,Love Me Like You Do,98.0,2,2,525,"2,736,325","407,547,214"
Justin Bieber,DAISIES,51.0,1,1,122,"8,349,340","406,996,323"
Pop Smoke,Dior,,34,1,469,"1,894,448","406,659,769"
Migos,Bad and Boujee,10.0,8,1,409,"2,912,104","406,657,213"
Lunay,Soltera - Remix,24.0,7,1,263,"3,064,807","406,319,389"
Los Legendarios,Fiel,43.0,7,1,211,"3,804,749","405,556,753"
The Weeknd,Reminder,,25,1,353,"1,783,256","405,373,518"
Drake,NOKIA,,15,1,194,"3,350,460","405,250,318"
Neton Vega,Loco,,14,1,181,"4,403,686","404,525,909"
Calvin Harris,Slide,,12,1,257,"2,756,988","404,437,723"
Fuerza Regida,HARLEY QUINN,1.0,10,1,176,"3,771,128","402,932,190"
Shawn Mendes,Mercy,,19,1,406,"1,915,350","402,786,765"
Peso Pluma,LA PATRULLA,,29,1,219,"2,602,093","402,777,043"
Ozuna,Vaina Loca,,12,1,278,"2,506,025","402,745,785"
NewJeans,Super Shy,8.0,4,1,192,"4,726,910","401,458,677"
6ix9ine,FEFE,56.0,2,11,212,"4,552,685","399,749,761"
Kygo,Higher Love,,25,1,397,"2,125,893","399,605,223"
Oliver Tree,Miss You,2.0,9,1,180,"3,331,100","399,444,717"
Juice WRLD,Bandit,1.0,6,1,325,"3,354,970","398,769,847"
ROSALÍA,Con Altura,,28,1,322,"1,918,789","398,495,826"
KATSEYE,Gabriela,11.0,7,1,143,"3,331,156","397,177,677"
David Guetta,I Don't Wanna Wait,,33,1,215,"2,747,461","396,712,188"
Rae Sremmurd,Black Beatles,56.0,1,11,306,"4,839,904","396,390,487"
Bad Bunny,Safaera,11.0,7,1,260,"3,694,044","396,269,194"
Tiësto,Jackie Chan,,11,1,267,"3,282,147","396,140,498"
Rauw Alejandro,Khé?,,21,1,194,"3,337,499","395,713,930"
Mora,Volando - Remix,,19,1,297,"2,811,719","393,603,448"
Kanye West,Heartless,,72,1,303,"1,881,409","393,249,659"
Bad Bunny,MONACO,26.0,1,7,146,"12,445,382","391,727,754"
Ariana Grande,"yes, and?",29.0,1,8,138,"11,212,602","390,055,717"
Tate McRae,Just Keep Watching (From F1® The Movie),9.0,7,1,164,"3,629,025","388,770,754"
Kygo,Firestone,53.0,4,1,579,"1,354,798","388,100,502"
NATTI NATASHA,Criminal,,16,1,329,"1,955,034","388,049,247"
Ariana Grande,Into You,,12,1,351,"2,265,842","387,902,739"
Lauv,i'm so tired...,,17,1,305,"2,351,454","387,164,446"
HUNTR/X,What It Sounds Like,16.0,7,1,140,"3,504,933","386,878,687"
Guns N' Roses,Sweet Child O' Mine,,94,1,345,"1,514,136","385,973,701"
Lady Gaga,Poker Face,,24,1,283,"2,497,363","385,949,335"
The Neighbourhood,Softcore,,31,1,333,"1,704,140","385,937,004"
Justin Bieber,Lonely,31.0,5,1,215,"3,672,939","385,388,896"
BLACKPINK,Pink Venom,35.0,1,3,187,"7,937,046","384,934,801"
BLACKPINK,Shut Down,17.0,1,6,227,"6,601,921","384,743,677"
Calvin Harris,My Way,34.0,7,1,276,"2,908,256","382,393,243"
Jason Derulo,Want to Want Me,97.0,3,28,499,"2,110,635","382,237,095"
Metro Boomin,Superhero (Heroes & Villains) [with Future & Chris Brown],1.0,9,1,217,"3,539,810","381,226,013"
Sevdaliza,Alibi,,12,1,153,"4,570,682","379,953,817"
OMI,Cheerleader (Felix Jaehn Remix),181.0,2,14,312,"2,177,833","379,323,288"
Sech,Otro Trago,64.0,4,1,208,"3,873,412","379,255,058"
Fuerza Regida,TU SANCHO,2.0,9,1,181,"3,074,834","379,163,413"
MEDUZA,Paradise,,24,1,299,"2,005,116","378,173,508"
Arctic Monkeys,No. 1 Party Anthem,,70,1,259,"1,905,570","377,175,551"
THE SCOTTS,THE SCOTTS,48.0,1,7,192,"7,446,848","376,778,402"
